address;neighborhood;price;days_in_market;expenses;util;n_rooms;n_bathrooms;parking
SBS QUADRA 02 1º SUBSOLO,  Asa Sul, Brasília;Asa Sul;150.0;217.0;132.0;12.0;;;1.0
QUADRA CLN 412 BLOCO E,  Asa Norte, Brasília;Asa Norte;1200.0;261.0;190.0;38.0;;1.0;
Setor Bueno, Goiânia;Setor Bueno;1200.0;261.0;638.0;123.0;3.0;3.0;1.0
QI 11  LOTE 48,  Setor Industrial, Ceilândia;Setor Industrial;25000.0;257.0;;1500.0;;10.0;10.0
QD Scrn 712/713 Bloco F 302,  Asa Norte, Brasília;Asa Norte;1200.0;3.0;230.0;39.0;1.0;1.0;
QD CLN 211 112,  Asa Norte, Brasília;Asa Norte;750.0;56.0;157.0;27.0;;;
QD CLNW 10/11 9,  Noroeste, Brasília;Noroeste;5100.0;56.0;1140.0;77.0;;2.0;3.0
CLN 307 750m²,  Asa Norte, Brasília;Asa Norte;20000.0;260.0;1000.0;750.0;;8.0;
QE 03 Bloco A-14 ,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;800.0;35.0;200.0;38.0;1.0;1.0;1.0
Taguatinga Norte, Taguatinga;Taguatinga Norte;9500.0;259.0;;683.0;;5.0;
Setor De Desenvolvimento Economico, Taguatinga;Setor De Desenvolvimento Economico;9500.0;259.0;;683.0;;5.0;
Paranoa, Paranoá;Paranoa;650.0;256.0;;128.0;2.0;1.0;
SCN QUADRA 2 BLOCO D TORRE A 807,  Asa Norte, Brasília;Asa Norte;1050.0;261.0;624.0;33.0;;;
SHIS QI 9 BLOCO E-II sala 304,  Lago Sul, Brasília;Lago Sul;1700.0;217.0;410.0;31.0;;1.0;
SHIS QI 9 LOTE E BLOCO E-II sala 305,  Lago Sul, Brasília;Lago Sul;1700.0;217.0;410.0;31.0;;1.0;1.0
SHIS QI 9 LT E BLOCO E-II sala 303,  Lago Sul, Brasília;Lago Sul;1700.0;217.0;410.0;31.0;;1.0;1.0
Centro, Aparecida de Goiânia;Centro;20000.0;274.0;;1500.0;;1.0;
Vila Renovação, Rio Verde;Vila Renovação;1000.0;274.0;;300.0;3.0;;1.0
Asa Sul, Brasília;Asa Sul;700.0;269.0;969.0;58.0;;2.0;
AV Das Araucárias ,  Aguas Sul, Águas Claras;Aguas Sul;50000.0;297.0;8583.0;918.0;;;9.0
Asa Norte, Brasília;Asa Norte;1700.0;295.0;280.0;54.0;;;1.0
Quadra QNE 7,  Taguatinga Norte, Taguatinga;Taguatinga Norte;8500.0;287.0;;300.0;;;
QUADRA CLS 115 BLOCO D 35,  Asa Sul, Brasília;Asa Sul;45000.0;300.0;;1000.0;;6.0;
QUADRA QN 7 CONJUNTO 18,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;500.0;0.0;;30.0;1.0;1.0;
Asa Sul, Brasília;Asa Sul;1800.0;212.0;589.0;30.0;;;2.0
QUADRA CLN 213,  Asa Norte, Brasília;Asa Norte;1000.0;0.0;503.0;30.0;;1.0;
Rua Suiça,  Aeroporto Sul, Aparecida de Goiânia;Aeroporto Sul;950.0;293.0;;140.0;2.0;2.0;4.0
Areal, Águas Claras;Areal;1200.0;241.0;;39.0;;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;500.0;217.0;200.0;32.0;;1.0;
Condomínio Lake side 4º andar,  Asa Norte, Brasília;Asa Norte;4800.0;158.0;;57.0;2.0;2.0;
QUADRA CLN 204 BLOCO B sala 07,  Asa Norte, Brasília;Asa Norte;900.0;29.0;201.0;29.0;;;
CA 5 BL H GARAGEM 162 ED.KONSTANTINOUPOLIS,  Lago Norte, Brasília;Lago Norte;220.0;281.0;;;;;1.0
Setor Marista, Goiânia;Setor Marista;14800.0;297.0;;450.0;;3.0;
Centro, Águas Claras;Centro;1200.0;296.0;682.0;45.0;;1.0;1.0
Asa Sul, Brasília;Asa Sul;150.0;0.0;86.0;12.0;;;1.0
Asa Sul, Brasília;Asa Sul;150.0;0.0;86.0;12.0;;;1.0
Guara II, Guará;Guara II;14500.0;297.0;;400.0;2.0;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;730.0;25.0;385.0;25.0;;1.0;
QN 07 Área Especial 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;1.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1560.0;25.0;760.0;30.0;;0.0;
Asa Sul, Brasília;Asa Sul;150.0;0.0;86.0;12.0;;;1.0
Guara II, Guará;Guara II;14500.0;297.0;;400.0;2.0;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;730.0;25.0;385.0;25.0;;1.0;
QN 07 Área Especial 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;1.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1560.0;25.0;760.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;730.0;25.0;385.0;25.0;;1.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;2510.0;25.0;1200.0;30.0;;0.0;
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;730.0;25.0;385.0;25.0;;1.0;
Centro, Guará;Centro;14000.0;301.0;;340.0;;2.0;
QD Shis Qi 5 10,  Lago Sul, Brasília;Lago Sul;15000.0;301.0;;540.0;6.0;9.0;5.0
Sudoeste, Brasília;Sudoeste;1500.0;1.0;320.0;36.0;;1.0;
Área de Desenvolvimento Econômico, Ceilândia;Área de Desenvolvimento Econômico;12000.0;365.0;;350.0;;;10.0
Guara II, Guará;Guara II;2300.0;317.0;100.0;170.0;;2.0;
Alameda dos Eucaliptos Quadra 107 Lote 05 apartamento 210,  Aguas Norte, Águas Claras;Aguas Norte;1000.0;8.0;350.0;28.0;1.0;1.0;1.0
Quadra QNM 18 Conjunto E,  Ceilandia Norte, Ceilândia;Ceilandia Norte;18000.0;287.0;;720.0;;;
SEPS 714/914 bloco A salas 338/342,  Asa Sul, Brasília;Asa Sul;2200.0;365.0;450.0;62.0;;2.0;
SQN 202, BLOCO G- 601,  Asa Norte, Brasília;Asa Norte;3800.0;41.0;775.0;140.0;4.0;3.0;1.0
SGAS 905 3,  Asa Sul, Brasília;Asa Sul;850.0;101.0;;28.0;1.0;1.0;
SRTVS QUADRA 701- CENTRO EMPRESARIAL BRASÍLIA,  Asa Sul, Brasília;Asa Sul;550.0;365.0;517.0;33.0;;1.0;
SCLN 410, BLOCO A, APTO 108,  Asa Norte, Brasília;Asa Norte;600.0;119.0;290.0;30.0;1.0;1.0;
Centro, Brasília;Centro;2300.0;365.0;598.0;67.0;2.0;2.0;1.0
SQS 203 Bloco A Apto 302,  Asa Sul, Brasília;Asa Sul;8500.0;30.0;1700.0;236.0;4.0;4.0;1.0
rua 24,  Guara II, Guará;Guara II;750.0;53.0;70.0;60.0;2.0;1.0;
Asa Sul, Brasília;Asa Sul;500.0;365.0;;26.0;;1.0;
SHN QUADRA 1- FUSION,  Asa Norte, Brasília;Asa Norte;1000.0;58.0;;30.0;;1.0;
QD- 11,  Morro Azul, São Sebastião;Morro Azul;9900.0;293.0;;1770.0;;5.0;8.0
Qd -11,  Morro Azul, São Sebastião;Morro Azul;9900.0;225.0;;1770.0;;5.0;8.0
Nucleo Bandeirante, Núcleo Bandeirante;Nucleo Bandeirante;590.0;51.0;1.0;25.0;1.0;1.0;
Asa Sul, Brasília;Asa Sul;250.0;49.0;196.0;12.0;;0.0;1.0
Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;3500.0;212.0;;200.0;3.0;0.0;2.0
SHCGN 715,  Asa Norte, Brasília;Asa Norte;2000.0;2.0;;124.0;;;
Q. 206 LT.  1  PRACA TUIM 515 ED. BERCY VILLAGE,  Aguas Sul, Águas Claras;Aguas Sul;1300.0;16.0;326.0;30.0;1.0;1.0;1.0
Asa Sul, Brasília;Asa Sul;700.0;316.0;252.0;;;0.0;
QN 5 Conjunto 12,  Riacho Fundo, Riacho Fundo;Riacho Fundo;1500.0;38.0;;90.0;2.0;1.0;1.0
Parque Esplanada II, Valparaíso de Goiás;Parque Esplanada II;665.0;365.0;182.0;48.0;2.0;1.0;1.0
St. C Norte - Taguatinga Taguatinga - DF,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1300.0;365.0;306.0;34.0;1.0;1.0;
Sia, Setor Industrial;Sia;1560.0;217.0;186.0;60.0;;1.0;
SCN Quadra 1 Bloco G,  Asa Sul, Brasília;Asa Sul;1550.0;287.0;168.0;31.0;;;
Centro, Águas Claras;Centro;900.0;10.0;280.0;30.0;1.0;1.0;1.0
Asa Norte, Brasília;Asa Norte;1480.0;217.0;262.0;30.0;1.0;1.0;1.0
Asa Norte, Brasília;Asa Norte;550.0;365.0;;25.0;;0.0;
Asa Sul, Brasília;Asa Sul;530.0;365.0;270.0;28.0;;1.0;
QRSW 07 A 02 APARTAMENTO  206,  Sudoeste, Brasília;Sudoeste;1650.0;80.0;450.0;60.0;2.0;1.0;
Asa Sul, Brasília;Asa Sul;1600.0;358.0;619.0;38.0;;1.0;1.0
SQN 209 BLOCO I,  Asa Norte, Brasília;Asa Norte;2400.0;35.0;651.0;60.0;2.0;2.0;1.0
SEPS 709/909 BLOCO F ED. BIO CENTER SALA 317,  Asa Sul, Brasília;Asa Sul;1333.0;51.0;582.0;25.0;;1.0;
SCLN 208 BLOCO A KIT 207,  Asa Norte, Brasília;Asa Norte;800.0;136.0;358.0;33.0;1.0;1.0;
SQS 412 BLOCO N APTO 308,  Asa Sul, Brasília;Asa Sul;1500.0;95.0;395.0;57.0;2.0;1.0;
Setor Bancario Norte, Brasília;Setor Bancario Norte;650.0;6.0;517.0;28.0;;1.0;
SRTVS 701,  Setor De Radio E Televisao Sul, Brasília;Setor De Radio E Televisao Sul;75000.0;148.0;;2600.0;;4.0;12.0
Lago Sul, Brasília;Lago Sul;800.0;217.0;143.0;35.0;;1.0;
Asa Norte, Brasília;Asa Norte;7700.0;365.0;3056.0;162.0;;1.0;2.0
Asa Sul, Brasília;Asa Sul;1700.0;365.0;866.0;70.0;;2.0;2.0
Jardim da Luz, Goiânia;Jardim da Luz;300000.0;183.0;;20000.0;;0.0;50.0
SCN Ed.Liberty Mall reformada,  Asa Norte, Brasília;Asa Norte;1490.0;20.0;408.0;34.0;;1.0;
Sobradinho, Sobradinho;Sobradinho;1500.0;365.0;;68.0;3.0;2.0;1.0
Sobradinho, Sobradinho;Sobradinho;1200.0;1.0;;55.0;2.0;1.0;1.0
SCN Quadra 1 Bloco C ,  Asa Norte, Brasília;Asa Norte;28500.0;8.0;5939.0;365.0;;8.0;7.0
SCN Quadra 1 Bloco C ,  Asa Norte, Brasília;Asa Norte;27375.0;22.0;6363.0;365.0;;8.0;9.0
SCN Quadra 1 ,  Asa Norte, Brasília;Asa Norte;45000.0;22.0;8631.0;638.0;;;20.0
Rua 70,  Jardim Goiás, Goiânia;Jardim Goiás;1500.0;365.0;240.0;36.0;1.0;1.0;1.0
Asa Norte, Brasília;Asa Norte;2300.0;217.0;620.0;70.0;2.0;2.0;1.0
ÁREA ESPECIAL SETOR C NORTE,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1520.0;49.0;428.0;28.0;;1.0;
ÁREA ESPECIAL SETOR C NORTE,  Taguatinga Norte, Taguatinga;Taguatinga Norte;7011.0;49.0;1975.0;127.0;;4.0;
Aguas Sul, Águas Claras;Aguas Sul;1000.0;63.0;266.0;34.0;1.0;1.0;1.0
ÁREA ESPECIAL SETOR C NORTE,  Taguatinga Norte, Taguatinga;Taguatinga Norte;18352.0;49.0;;408.0;;1.0;
sqsw 300,  Sudoeste, Brasília;Sudoeste;13000.0;191.0;1800.0;210.0;4.0;5.0;2.0
Asa Norte, Brasília;Asa Norte;1200.0;8.0;288.0;27.0;1.0;1.0;
Asa Sul, Brasília;Asa Sul;1300.0;322.0;488.0;35.0;;1.0;
ÁREA ESPECIAL SETOR C NORTE,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1050.0;49.0;410.0;35.0;;1.0;
ÁREA ESPECIAL SETOR C NORTE,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1900.0;49.0;543.0;35.0;;1.0;
ÁREA ESPECIAL SETOR C NORTE,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1800.0;49.0;38.0;38.0;;1.0;
condominio império dos nobres,  Sobradinho, Sobradinho;Sobradinho;750.0;17.0;150.0;50.0;1.0;;
Asa Sul, Brasília;Asa Sul;1700.0;217.0;;34.0;;1.0;1.0
Sudoeste, Brasília;Sudoeste;850.0;1.0;293.0;30.0;1.0;1.0;
SMDB 9 LOTE 5,  Setor de Mansões Dom Bosco, Brasília;Setor de Mansões Dom Bosco;8700.0;365.0;420.0;580.0;4.0;5.0;2.0
Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;13000.0;1.0;387.0;981.0;5.0;6.0;
SGAN 915, BLOCO A - 116,  Asa Norte, Brasília;Asa Norte;1300.0;41.0;288.0;30.0;1.0;1.0;1.0
Centro, Brasília;Centro;7000.0;2.0;;240.0;;4.0;
Centro, Taguatinga;Centro;800.0;365.0;;50.0;2.0;1.0;
Área de Desenvolvimento Econômico, Águas Claras;Área de Desenvolvimento Econômico;7500.0;365.0;;500.0;;;
RODOVIA DF-150 KM 2,5,  Grande Colorado, Sobradinho;Grande Colorado;1200.0;10.0;;90.0;;;
Asa Norte, Brasília;Asa Norte;9000.0;365.0;;333.0;;5.0;4.0
qno 12 Res. Portal do Cerrado,  Ceilandia Norte, Ceilândia;Ceilandia Norte;750.0;53.0;318.0;55.0;2.0;1.0;1.0
AV. JACARANDA LOTE 08,  Aguas Norte, Águas Claras;Aguas Norte;1750.0;1.0;519.0;66.0;2.0;2.0;1.0
Vicente Pires, Vicente Pires;Vicente Pires;2000.0;167.0;;70.0;;;
Taguatinga Norte, Taguatinga;Taguatinga Norte;1600.0;358.0;427.0;32.0;;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;1600.0;135.0;405.0;32.0;;1.0;
Lago Norte, Brasília;Lago Norte;1600.0;346.0;381.0;48.0;;2.0;1.0
SETOR DE INDUSTRIAS,  Setor Leste, Gama;Setor Leste;1600.0;43.0;401.0;70.0;3.0;1.0;1.0
Lago Sul, Brasília;Lago Sul;20000.0;365.0;;678.0;5.0;5.0;5.0
SMPW QD 08 CONJ 03 LOTE 04 FRENTE PARA BR,  Park Way, Brasília;Park Way;8000.0;316.0;;20000.0;5.0;7.0;6.0
QUADRA SHIS QI 27,  Lago Sul, Brasília;Lago Sul;20000.0;8.0;;700.0;4.0;6.0;8.0
SCN QUADRA 01 BLOCO F 419,  Asa Norte, Brasília;Asa Norte;850.0;32.0;501.0;33.0;;1.0;
SCN QUADRA 02 BLOCO D 828,  Asa Norte, Brasília;Asa Norte;680.0;162.0;642.0;31.0;;1.0;
SHS 06 flat apart hotel ed. Melia Brasil 21 já inclui o condomínio Brasília DF 200,  Asa Sul, Brasília;Asa Sul;3300.0;0.0;;48.0;1.0;1.0;
CLN 3 Bloco C,  Riacho Fundo, Riacho Fundo;Riacho Fundo;500.0;38.0;24.0;30.0;;1.0;
Lago Sul, Brasília;Lago Sul;23000.0;365.0;;636.0;4.0;6.0;4.0
QUADRA 06 LOTE 25 APT 102,  Vila Vicentina, Planaltina;Vila Vicentina;1100.0;0.0;;100.0;4.0;0.0;
CSB 2 Lote 05 Apto 705,  Taguatinga Sul, Taguatinga;Taguatinga Sul;800.0;1.0;210.0;35.0;1.0;1.0;
SIA Quadra 5C AE 12 SALAS 204/205,  Centro, Brasília;Centro;800.0;58.0;480.0;58.0;;2.0;
SGAS 610 Conjunto F Bloco 02 Sala 257,  Asa Sul, Brasília;Asa Sul;1400.0;101.0;1215.0;34.0;;2.0;1.0
CA 11 Bloco E Ala B Sala 206,  Lago Norte, Brasília;Lago Norte;800.0;128.0;271.0;25.0;;1.0;1.0
SRTVS QD 701 Bloco K Sala 208,  Asa Sul, Brasília;Asa Sul;800.0;84.0;475.0;40.0;;1.0;
Lago Sul, Brasília;Lago Sul;18000.0;365.0;;557.0;4.0;6.0;6.0
Asa Sul, Brasília;Asa Sul;3200.0;308.0;1500.0;66.0;;0.0;
SHTN,  Asa Norte, Brasília;Asa Norte;2640.0;17.0;;30.0;1.0;1.0;1.0
SHN 05,  Asa Norte, Brasília;Asa Norte;2280.0;17.0;;28.0;1.0;1.0;
QS 3 - Pátio Capital Shopping,  Areal, Águas Claras;Areal;950.0;149.0;670.0;41.0;;1.0;1.0
Asa Norte, Brasília;Asa Norte;299.0;365.0;;50.0;;0.0;
Asa Norte, Brasília;Asa Norte;1066.0;365.0;;50.0;;0.0;
Asa Norte, Brasília;Asa Norte;1331.0;365.0;;6.0;;0.0;
Asa Norte, Brasília;Asa Norte;20162.0;365.0;;30.0;;0.0;
SCS, Quadra 09, Bloco C, Torre C 1001,  Asa Sul, Brasília;Asa Sul;299.0;365.0;;5.0;;0.0;
SCS, Quadra 09, Bloco C, Torre C 1001,  Asa Sul, Brasília;Asa Sul;1472.0;365.0;;20.0;;0.0;
SCS, Quadra 09, Bloco C, Torre C 1001,  Asa Sul, Brasília;Asa Sul;3739.0;365.0;;6.0;;0.0;
Asa Sul, Brasília;Asa Sul;7500.0;350.0;2600.0;260.0;;;
SETOR SCIA QUADRA 14 CONJUNTO 8 LOTE 16,  Sia, Setor Industrial;Sia;12000.0;365.0;;;;0.0;
SCS, Quadra 09, Bloco C, Torre C 1001,  Asa Sul, Brasília;Asa Sul;5155.0;365.0;;10.0;;0.0;
SCS, Quadra 09, Bloco C, Torre C 1001,  Asa Sul, Brasília;Asa Sul;9339.0;365.0;;16.0;;0.0;
SCS, Quadra 09, Bloco C, Torre C 1001,  Asa Sul, Brasília;Asa Sul;10312.0;365.0;;30.0;;0.0;
CA 05 Ed. San Raphael duplex mobiliado,  Lago Norte, Brasília;Lago Norte;2950.0;32.0;823.0;66.0;2.0;2.0;1.0
Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;1850.0;217.0;350.0;260.0;2.0;0.0;6.0
SQS 412 ,  Asa Sul, Brasília;Asa Sul;2200.0;22.0;360.0;75.0;3.0;1.0;
Centro, Anápolis;Centro;1200.0;365.0;250.0;78.0;3.0;2.0;1.0
Centro, Brasília;Centro;300.0;28.0;274.0;30.0;;1.0;
Jardins Mangueiral, São Sebastião;Jardins Mangueiral;2100.0;217.0;;100.0;3.0;0.0;2.0
Asa Sul, Brasília;Asa Sul;180000.0;6.0;;5800.0;;0.0;
Asa Sul, Brasília;Asa Sul;1200.0;154.0;;28.0;1.0;1.0;
Asa Sul, Brasília;Asa Sul;1800.0;132.0;;62.0;;1.0;
QUADRA SQNW 310 BLOCO C 214,  Noroeste, Brasília;Noroeste;1600.0;49.0;521.0;36.0;1.0;1.0;1.0
RUA 24 lote 109,  Guara II, Guará;Guara II;900.0;186.0;180.0;58.0;2.0;1.0;
SHS QD 06 BLOCO D ASA SUL,  Asa Sul, Brasília;Asa Sul;4000.0;52.0;;36.0;1.0;1.0;
Lago Sul, Brasília;Lago Sul;9800.0;70.0;;500.0;4.0;0.0;
RUA ALOÍSIO GONÇALVES,  Centro, Luziânia;Centro;900.0;44.0;;;3.0;0.0;
RUA RUA 4B CHÁCARA 286/ APTO 02,  Vicente Pires, Vicente Pires;Vicente Pires;900.0;365.0;199.0;52.0;2.0;1.0;
Lago Sul, Brasília;Lago Sul;15000.0;365.0;;800.0;4.0;3.0;4.0
Asa Sul, Brasília;Asa Sul;4600.0;44.0;1240.0;158.0;3.0;2.0;1.0
Lago Sul, Brasília;Lago Sul;12000.0;365.0;;936.0;5.0;0.0;3.0
shtn TRECHO 02,  Setor de Hotéis e Turismo Norte, Brasília;Setor de Hotéis e Turismo Norte;2600.0;365.0;;38.0;1.0;1.0;2.0
Taguatinga Sul, Taguatinga;Taguatinga Sul;2000.0;365.0;;50.0;;1.0;
SCLN 109 BLOCO A- 16,  Asa Norte, Brasília;Asa Norte;2000.0;26.0;242.0;33.0;;1.0;
SCLRN 711 Bloco E - kitinete com armários,  Asa Norte, Brasília;Asa Norte;550.0;49.0;195.0;20.0;1.0;1.0;
Lago Sul, Brasília;Lago Sul;16000.0;217.0;;650.0;4.0;6.0;22.0
SGCVS LOTE 11, B-403,  Park Sul, Brasília;Park Sul;1000.0;19.0;300.0;30.0;1.0;1.0;1.0
CRS 502 Bloco B ,  Asa Sul, Brasília;Asa Sul;40000.0;9.0;;1086.0;;;
SQS 407 - 3 QUARTOS, 1º ANDAR, COZINHA NOVA,  Asa Sul, Brasília;Asa Sul;2600.0;2.0;547.0;80.0;3.0;1.0;
QNN 22 Conjunto J Lote 30 Casa 03,  Centro, Ceilândia;Centro;800.0;43.0;;55.0;2.0;1.0;1.0
Samambaia Norte, Samambaia;Samambaia Norte;800.0;196.0;250.0;47.0;2.0;0.0;1.0
Samambaia Sul, Samambaia;Samambaia Sul;800.0;217.0;345.0;57.0;2.0;1.0;1.0
Asa Sul, Brasília;Asa Sul;500.0;365.0;311.0;33.0;;1.0;1.0
CCSW 5 LT 2 BLOCO B2 ED. ANTARES CENTER KIT 112,  Sudoeste, Brasília;Sudoeste;850.0;38.0;216.0;30.0;1.0;1.0;
SQN 406 Bloco H - 205,  Asa Norte, Brasília;Asa Norte;3000.0;12.0;484.0;75.0;3.0;2.0;
Lago Sul, Brasília;Lago Sul;24000.0;365.0;;1100.0;5.0;8.0;3.0
Lago Norte, Brasília;Lago Norte;1100.0;217.0;375.0;28.0;1.0;1.0;1.0
Asa Norte, Brasília;Asa Norte;700.0;64.0;170.0;30.0;1.0;1.0;
Asa Sul, Brasília;Asa Sul;850.0;365.0;;35.0;;1.0;1.0
Vila Planalto, Brasília;Vila Planalto;655.0;233.0;;20.0;1.0;1.0;
AVENIDA TERCEIRA AVENIDA ÁREA ESPECIAL 2,  Nucleo Bandeirante, Núcleo Bandeirante;Nucleo Bandeirante;480.0;44.0;168.0;24.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;700.0;97.0;300.0;31.0;1.0;1.0;377.0
Lago Sul, Brasília;Lago Sul;35000.0;190.0;;800.0;5.0;9.0;4.0
Asa Sul, Brasília;Asa Sul;3000.0;365.0;848.0;104.0;3.0;2.0;1.0
Centro, Taguatinga;Centro;1800.0;365.0;;60.0;;1.0;
SHN QUADRA 5 BLOCO D ED. ATHOS BULCÃO ASA NORTE,  Asa Norte, Brasília;Asa Norte;2600.0;3.0;;35.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;780.0;182.0;;39.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;850.0;182.0;;43.0;1.0;1.0;
Samambaia Sul, Samambaia;Samambaia Sul;999.0;2.0;;57.0;2.0;1.0;1.0
QUADRA SGAN 912 MÓDULO C - MASTER PLACE 00 1º andar ,  Asa Norte, Brasília;Asa Norte;900.0;46.0;310.0;27.0;1.0;1.0;1.0
Aguas Norte, Águas Claras;Aguas Norte;2000.0;16.0;551.0;90.0;0.0;1.0;2.0
Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;10000.0;217.0;1000.0;240.0;;;
QUADRA CLN 303 BLOCO A LOJA 56,  Asa Norte, Brasília;Asa Norte;1500.0;135.0;364.0;23.0;;;
Rua Copaíba - DF Century Plaza,  Aguas Norte, Águas Claras;Aguas Norte;1200.0;20.0;307.0;34.0;1.0;1.0;1.0
Quadra C 1,  Taguatinga Centro, Taguatinga;Taguatinga Centro;8000.0;287.0;;179.0;;;
Asa Sul, Brasília;Asa Sul;3000.0;365.0;1365.0;51.0;;0.0;1.0
SCLRN 716 BLOCO A ENT 23 KIT 203,  Asa Norte, Brasília;Asa Norte;650.0;4.0;80.0;20.0;0.0;1.0;
Candangolandia, Candangolândia;Candangolandia;3300.0;4.0;;400.0;;;
ADE LOTE 02 CONJUNTO 28,  Centro, Águas Claras;Centro;23000.0;365.0;;1500.0;;;
Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;10000.0;217.0;1000.0;240.0;;;
QUADRA CLN 303 BLOCO A LOJA 56,  Asa Norte, Brasília;Asa Norte;1500.0;135.0;364.0;23.0;;;
Rua Copaíba - DF Century Plaza,  Aguas Norte, Águas Claras;Aguas Norte;1200.0;20.0;307.0;34.0;1.0;1.0;1.0
Quadra C 1,  Taguatinga Centro, Taguatinga;Taguatinga Centro;8000.0;287.0;;179.0;;;
Asa Sul, Brasília;Asa Sul;3000.0;365.0;1365.0;51.0;;0.0;1.0
SCLRN 716 BLOCO A ENT 23 KIT 203,  Asa Norte, Brasília;Asa Norte;650.0;4.0;80.0;20.0;0.0;1.0;
Candangolandia, Candangolândia;Candangolandia;3300.0;4.0;;400.0;;;
ADE LOTE 02 CONJUNTO 28,  Centro, Águas Claras;Centro;23000.0;365.0;;1500.0;;;
Asa Norte, Brasília;Asa Norte;1250.0;4.0;405.0;34.0;;1.0;1.0
Asa Norte, Brasília;Asa Norte;2500.0;4.0;;160.0;;0.0;
Asa Sul, Brasília;Asa Sul;4800.0;4.0;;60.0;;1.0;
SHLN BLOCO L LOTE 12 SALA 501,  Asa Norte, Brasília;Asa Norte;1300.0;4.0;626.0;53.0;;;1.0
QUADRA CLN 411 BLOCO B,  Asa Norte, Brasília;Asa Norte;850.0;74.0;270.0;40.0;1.0;1.0;
SCLRN 710 Bloco D,  Asa Norte, Brasília;Asa Norte;8500.0;62.0;;180.0;;0.0;
SRTVN QD. 701, CONJ. C, TR .A - 727,729,731 ,  Asa Norte, Brasília;Asa Norte;3000.0;183.0;1410.0;100.0;;3.0;1.0
EPTG QE 2 - Ed. Provence,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;2500.0;365.0;507.0;82.0;1.0;2.0;1.0
SBS QUADRA 1 BLOCO K 412,  Asa Sul, Brasília;Asa Sul;600.0;346.0;314.0;30.0;;0.0;
SHTN Trecho 1,  Asa Norte, Brasília;Asa Norte;1650.0;29.0;786.0;30.0;1.0;1.0;1.0
Quadra SHIS QI 7 Conjunto 1 30,  Lago Sul, Brasília;Lago Sul;16500.0;1.0;;600.0;5.0;;4.0
Quadra QS 1 Rua 212,  Taguatinga Sul, Taguatinga;Taguatinga Sul;1400.0;67.0;153.0;42.0;;1.0;1.0
SCIA Quadra 8 Conjunto 12,  Scia, Setor Industrial;Scia;70000.0;365.0;;1790.0;;16.0;12.0
