address;neighborhood;price;days_in_market;expenses;util;n_rooms;n_bathrooms;parking
Trecho Strc Trecho 2 0,  Zona Industrial, Guará;Zona Industrial;90000.0;198.0;;4850.0;;;
Setor SRTVS 123,  Asa Sul, Brasília;Asa Sul;7100.0;31.0;1906.0;170.0;;;2.0
Quadra CLN 411 Bloco C 2110,  Asa Norte, Brasília;Asa Norte;750.0;225.0;240.0;19.0;;1.0;
Ceilandia Norte, Ceilândia;Ceilandia Norte;600.0;37.0;;50.0;2.0;1.0;
Quadra QNN 32 Área Especial F 0,  Ceilandia Sul, Ceilândia;Ceilandia Sul;40000.0;84.0;;5000.0;0.0;;
Quadra Qmsw 5 175,  Sudoeste, Brasília;Sudoeste;1320.0;8.0;412.0;25.0;1.0;1.0;1.0
Setor dos Afonsos, Goiânia;Setor dos Afonsos;700.0;99.0;176.0;56.0;2.0;;
Setor Criméia Oeste, Goiânia;Setor Criméia Oeste;2900.0;99.0;;407.0;3.0;;
Setor Leste Universitário, Goiânia;Setor Leste Universitário;1280.0;99.0;383.0;122.0;2.0;;
Jardim Atlântico, Goiânia;Jardim Atlântico;1100.0;41.0;257.0;107.0;2.0;;
Setor Bueno, Goiânia;Setor Bueno;950.0;38.0;474.0;57.0;2.0;;
Setor Bela Vista, Goiânia;Setor Bela Vista;950.0;24.0;455.0;70.0;2.0;;
Setor Leste Universitário, Goiânia;Setor Leste Universitário;780.0;77.0;;60.0;;;
Setor Bueno, Goiânia;Setor Bueno;3200.0;8.0;1189.0;335.0;4.0;;
Parque Amazônia, Goiânia;Parque Amazônia;2300.0;24.0;;55.0;;;
Setor Bueno, Goiânia;Setor Bueno;880.0;22.0;446.0;55.0;2.0;;
Setor Bueno, Goiânia;Setor Bueno;900.0;20.0;117.0;39.0;;;
Rua Jacaranda,  Centro, Brasília;Centro;1110.0;0.0;439.0;32.0;1.0;1.0;1.0
Setor Campinas, Goiânia;Setor Campinas;1200.0;99.0;;68.0;;;
Setor Bueno, Goiânia;Setor Bueno;1700.0;99.0;791.0;132.0;3.0;;
Residencial Alphaville Flamboyant, Goiânia;Residencial Alphaville Flamboyant;34680.0;99.0;;406.0;;;
Setor Bueno, Goiânia;Setor Bueno;1350.0;41.0;428.0;107.0;3.0;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;6000.0;35.0;500.0;58.0;;;
Setor Bela Vista, Goiânia;Setor Bela Vista;1200.0;35.0;595.0;90.0;3.0;;
Parque Amazônia, Goiânia;Parque Amazônia;960.0;56.0;343.0;98.0;2.0;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3315.0;77.0;574.0;22.0;;;
Setor Bueno, Goiânia;Setor Bueno;980.0;29.0;464.0;65.0;2.0;;
Setor Central, Goiânia;Setor Central;980.0;29.0;;80.0;;;
Cidade Jardim, Goiânia;Cidade Jardim;900.0;28.0;322.0;70.0;2.0;;
Setor Bueno, Goiânia;Setor Bueno;3500.0;27.0;925.0;54.0;;;
Quadra CSG 13 5,  Taguatinga Sul, Taguatinga;Taguatinga Sul;900.0;9.0;160.0;32.0;1.0;1.0;1.0
Setor Pedro Ludovico, Goiânia;Setor Pedro Ludovico;1000.0;23.0;583.0;82.0;3.0;;
Setor Bueno, Goiânia;Setor Bueno;3600.0;22.0;1313.0;86.0;;;
Vila Santa Rita, Goiânia;Vila Santa Rita;1200.0;7.0;;1320.0;0.0;;
Rua 18 19,  Guara II, Guará;Guara II;800.0;52.0;40.0;36.0;1.0;1.0;
Setor Pedro Ludovico, Goiânia;Setor Pedro Ludovico;850.0;41.0;;71.0;2.0;;
Setor Bueno, Goiânia;Setor Bueno;2000.0;41.0;250.0;34.0;1.0;;
Vila dos Alpes, Goiânia;Vila dos Alpes;1230.0;35.0;325.0;77.0;3.0;;
Serrinha, Goiânia;Serrinha;1600.0;38.0;603.0;81.0;3.0;;
Avenida C107, Quadra 310 A, Lote 27/32,  Jardim América, Goiânia;Jardim América;1650.0;0.0;418.0;118.0;3.0;3.0;2.0
Setor Campinas, Goiânia;Setor Campinas;1200.0;0.0;;110.0;4.0;;
Shtn Trecho 2 Lote 3,  Asa Norte, Brasília;Asa Norte;2063.0;0.0;600.0;31.0;1.0;1.0;1.0
Rua 53,  Alto da Glória, Goiânia;Alto da Glória;1300.0;0.0;560.0;65.0;2.0;2.0;1.0
Cln 406/407,  Asa Norte, Brasília;Asa Norte;1246.0;0.0;;18.0;1.0;1.0;
Rua 5 (condomínio Residencial Belo Horizonte,  Setor Oeste, Goiânia;Setor Oeste;500.0;0.0;600.0;55.0;2.0;1.0;1.0
Qi 6,  Centro, Guará;Centro;1400.0;0.0;300.0;60.0;2.0;1.0;
Asa Norte, Brasília;Asa Norte;1300.0;125.0;600.0;27.0;;;
QMSW 6 LOTE 3 BLOCO A KIT 06 THE GRAND,  Sudoeste, Brasília;Sudoeste;900.0;109.0;357.0;34.0;1.0;1.0;1.0
1ª Avenida,  Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;1055.0;0.0;270.0;62.0;2.0;2.0;1.0
Rua 5 Lote 04,  Centro, Brasília;Centro;1650.0;0.0;279.0;40.0;1.0;1.0;1.0
Qnm 40 Conjunto D2 Lote 11,  Taguatinga Centro, Taguatinga;Taguatinga Centro;650.0;0.0;;35.0;1.0;1.0;1.0
Qe 24 Conjunto G,  Centro, Guará;Centro;4200.0;0.0;;180.0;4.0;3.0;2.0
Rua C 161,  Jardim América, Goiânia;Jardim América;600.0;0.0;370.0;53.0;2.0;1.0;1.0
Setor Bueno, Goiânia;Setor Bueno;880.0;22.0;446.0;55.0;2.0;;
Setor Bueno, Goiânia;Setor Bueno;900.0;20.0;117.0;39.0;;;
Rua Jacaranda,  Centro, Brasília;Centro;1110.0;0.0;439.0;32.0;1.0;1.0;1.0
Setor Campinas, Goiânia;Setor Campinas;1200.0;99.0;;68.0;;;
Setor Bueno, Goiânia;Setor Bueno;1700.0;99.0;791.0;132.0;3.0;;
Residencial Alphaville Flamboyant, Goiânia;Residencial Alphaville Flamboyant;34680.0;99.0;;406.0;;;
Setor Bueno, Goiânia;Setor Bueno;1350.0;41.0;428.0;107.0;3.0;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;6000.0;35.0;500.0;58.0;;;
Setor Bela Vista, Goiânia;Setor Bela Vista;1200.0;35.0;595.0;90.0;3.0;;
Parque Amazônia, Goiânia;Parque Amazônia;960.0;56.0;343.0;98.0;2.0;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3315.0;77.0;574.0;22.0;;;
Setor Bueno, Goiânia;Setor Bueno;980.0;29.0;464.0;65.0;2.0;;
Setor Central, Goiânia;Setor Central;980.0;29.0;;80.0;;;
Cidade Jardim, Goiânia;Cidade Jardim;900.0;28.0;322.0;70.0;2.0;;
Setor Bueno, Goiânia;Setor Bueno;3500.0;27.0;925.0;54.0;;;
Quadra CSG 13 5,  Taguatinga Sul, Taguatinga;Taguatinga Sul;900.0;9.0;160.0;32.0;1.0;1.0;1.0
Setor Pedro Ludovico, Goiânia;Setor Pedro Ludovico;1000.0;23.0;583.0;82.0;3.0;;
Setor Bueno, Goiânia;Setor Bueno;3600.0;22.0;1313.0;86.0;;;
Vila Santa Rita, Goiânia;Vila Santa Rita;1200.0;7.0;;1320.0;0.0;;
Rua 18 19,  Guara II, Guará;Guara II;800.0;52.0;40.0;36.0;1.0;1.0;
Rua 34 Norte,  Centro, Brasília;Centro;900.0;0.0;322.0;36.0;1.0;1.0;1.0
Área Especial 2 Lotes C E D,  Centro, Guará;Centro;1200.0;0.0;354.0;34.0;1.0;1.0;1.0
Rua 24 Norte Lote 9 E 11,  Centro, Brasília;Centro;2100.0;0.0;614.0;58.0;1.0;2.0;1.0
Avenida dos Alpes,  Vila Uniao, Goiânia;Vila Uniao;1298.0;0.0;250.0;56.0;2.0;2.0;1.0
Rua 18,  Centro, Guará;Centro;850.0;0.0;50.0;40.0;1.0;1.0;
Rua Imbaúba,  Setor Goiânia 2, Goiânia;Setor Goiânia 2;1848.0;0.0;;230.0;4.0;2.0;1.0
Sria Ii Pólo de Moda Rua 18,  Centro, Guará;Centro;850.0;0.0;50.0;40.0;1.0;1.0;
Rua 104,  Setor Sul, Goiânia;Setor Sul;705.0;0.0;;36.0;1.0;1.0;1.0
Rua C-137,  Parque Amazônia, Goiânia;Parque Amazônia;2400.0;0.0;;312.0;4.0;3.0;4.0
Sgcv Lote 11,  Centro, Guará;Centro;1511.0;0.0;296.0;27.0;1.0;1.0;1.0
Rua A,  Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;983.0;0.0;223.0;67.0;2.0;1.0;1.0
Centro, Caldas Novas;Centro;1200.0;23.0;;55.0;1.0;2.0;1.0
SQS 404 BLOCO L,  Asa Sul, Brasília;Asa Sul;2300.0;0.0;;78.0;3.0;1.0;
Vila Alpes, Goiânia;Vila Alpes;1200.0;0.0;350.0;61.0;2.0;2.0;1.0
SQS 314 BLOCO K,  Asa Sul, Brasília;Asa Sul;5500.0;0.0;1200.0;157.0;3.0;2.0;1.0
Sclrn 708,  Asa Norte, Brasília;Asa Norte;1350.0;0.0;130.0;35.0;1.0;1.0;
Rua Babaçu,  Centro, Brasília;Centro;1150.0;0.0;290.0;30.0;1.0;1.0;
Rua das Paineiras Lote 06,  Centro, Brasília;Centro;1172.0;0.0;412.0;28.0;2.0;1.0;
Rua C 43,  Setor Sudoeste, Goiânia;Setor Sudoeste;2200.0;0.0;;100.0;3.0;3.0;4.0
Qi 11,  Centro, Guará;Centro;1300.0;0.0;355.0;43.0;2.0;1.0;
Avenida Piratininga,  Parque Amazônia, Goiânia;Parque Amazônia;1599.0;0.0;;140.0;3.0;2.0;3.0
Rua Babaçu,  Centro, Brasília;Centro;1200.0;0.0;358.0;31.0;1.0;1.0;
Av. Afonso Pena,  Vila dos Alpes, Goiânia;Vila dos Alpes;850.0;0.0;290.0;62.0;3.0;1.0;1.0
Avenida Primeira Avenida,  Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;890.0;0.0;270.0;60.0;1.0;2.0;1.0
Sqnw 40102,  Noroeste, Brasília;Noroeste;19500.0;16.0;;220.0;4.0;6.0;4.0
Quadra EPTG-QE 2 0,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;1435.0;79.0;;33.0;1.0;1.0;1.0
Sgan 712 1,  Asa Norte, Brasília;Asa Norte;650000.0;77.0;;16639.0;;;119.0
Quadra SMPW Quadra 17 0,  Park Way, Brasília;Park Way;20000.0;77.0;;1000.0;5.0;8.0;10.0
Trecho Sia Trecho 17  01 525,  Zona Industrial, Guará;Zona Industrial;250000.0;77.0;;5328.0;;;
Lago Norte, Brasília;Lago Norte;1200.0;43.0;;30.0;1.0;1.0;
Setor Bueno, Goiânia;Setor Bueno;3500.0;62.0;1077.0;43.0;;;
Setor Marista, Goiânia;Setor Marista;1000.0;62.0;385.0;36.0;;;
Setor Pedro Ludovico, Goiânia;Setor Pedro Ludovico;870.0;99.0;;80.0;;1.0;
Setor Aeroporto, Goiânia;Setor Aeroporto;1100.0;35.0;741.0;110.0;3.0;;
Jardim Goiás, Goiânia;Jardim Goiás;3200.0;35.0;919.0;120.0;3.0;;
Setor Bueno, Goiânia;Setor Bueno;2400.0;35.0;506.0;105.0;3.0;;
Jardim Planalto, Goiânia;Jardim Planalto;1400.0;34.0;;102.0;3.0;;
Serrinha, Goiânia;Serrinha;1780.0;36.0;278.0;87.0;3.0;;
Setor Bueno, Goiânia;Setor Bueno;1000.0;36.0;107.0;80.0;;;
Residencial Village Garavelo, Aparecida de Goiânia;Residencial Village Garavelo;930.0;77.0;;140.0;4.0;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;4215.0;77.0;574.0;28.0;;;
Setor Marista, Goiânia;Setor Marista;6000.0;66.0;;314.0;;;
Setor Goiânia 2, Goiânia;Setor Goiânia 2;1250.0;24.0;571.0;75.0;3.0;;
Vila Maria José, Goiânia;Vila Maria José;890.0;24.0;190.0;27.0;1.0;;
Quadra EPTG-QE 2 0,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;1650.0;79.0;;38.0;1.0;1.0;1.0
Quadra EPTG-QE 2 0,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;1962.0;79.0;;45.0;1.0;1.0;1.0
Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;1100.0;99.0;289.0;74.0;2.0;;
Vila Maria José, Goiânia;Vila Maria José;1000.0;38.0;254.0;39.0;1.0;;
Setor Bueno, Goiânia;Setor Bueno;1200.0;8.0;397.0;132.0;3.0;;
Setor Bueno, Goiânia;Setor Bueno;1400.0;9.0;561.0;41.0;;;
Asa Sul, Brasília;Asa Sul;800.0;2.0;323.0;27.0;1.0;1.0;
Jardim Imperial, Aparecida de Goiânia;Jardim Imperial;6000.0;99.0;;938.0;;;
Jardim Maria Inez, Aparecida de Goiânia;Jardim Maria Inez;1400.0;35.0;371.0;74.0;3.0;;
Setor Negrão de Lima, Goiânia;Setor Negrão de Lima;880.0;38.0;336.0;63.0;2.0;;
Setor Bueno, Goiânia;Setor Bueno;2680.0;34.0;561.0;117.0;4.0;;
Setor Bueno, Goiânia;Setor Bueno;1100.0;36.0;1176.0;137.0;3.0;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3315.0;77.0;574.0;22.0;;;
Setor Oeste, Goiânia;Setor Oeste;790.0;77.0;279.0;67.0;1.0;;
Alto da Glória, Goiânia;Alto da Glória;1750.0;77.0;480.0;94.0;3.0;;
Setor Bela Vista, Goiânia;Setor Bela Vista;1000.0;31.0;;38.0;1.0;;
Setor Negrão de Lima, Goiânia;Setor Negrão de Lima;850.0;29.0;192.0;48.0;2.0;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;1500.0;70.0;380.0;68.0;3.0;1.0;1.0
Quadra SEPS 705/905 0,  Asa Sul, Brasília;Asa Sul;700.0;255.0;358.0;23.0;;1.0;
Quadra Qs 1  210 21,  Areal, Águas Claras;Areal;1350.0;247.0;;39.0;;1.0;1.0
Quadra QNP 32 Conjunto S 48,  Ceilandia Sul, Ceilândia;Ceilandia Sul;950.0;273.0;;110.0;3.0;1.0;1.0
Avenida das Araucárias 1835,  Aguas Sul, Águas Claras;Aguas Sul;2200.0;31.0;;45.0;;1.0;
Setor Marista, Goiânia;Setor Marista;5800.0;139.0;690.0;175.0;4.0;5.0;3.0
Setor Pólo de Desenvolvimento Juscelino Kubitschek Trecho I Conjunto 2 1342,  Santa Maria, Santa Maria;Santa Maria;29000.0;31.0;;2750.0;;;
Quadra Qmsw 5 Lote 9 24,  Sudoeste, Brasília;Sudoeste;1300.0;8.0;445.0;30.0;1.0;1.0;1.0
Ceilandia Sul, Ceilândia;Ceilandia Sul;640.0;203.0;;45.0;1.0;1.0;
Ceilandia Sul, Ceilândia;Ceilandia Sul;640.0;202.0;;50.0;1.0;1.0;
Avenida Pau Brasil 10,  Aguas Sul, Águas Claras;Aguas Sul;1050.0;226.0;130.0;25.0;;1.0;1.0
Quadra CCSW 5 0,  Sudoeste, Brasília;Sudoeste;850.0;52.0;260.0;25.0;1.0;1.0;1.0
Setor Bela Vista, Goiânia;Setor Bela Vista;950.0;0.0;750.0;80.0;3.0;2.0;1.0
Quadra SBN Quadra 1 2,  Asa Norte, Brasília;Asa Norte;30000.0;31.0;;650.0;;;3.0
Quadra SBN Quadra 1 42,  Asa Norte, Brasília;Asa Norte;105600.0;31.0;;2400.0;;;
Asa Norte, Brasília;Asa Norte;1690.0;217.0;520.0;35.0;;1.0;1.0
Taguatinga Sul, Taguatinga;Taguatinga Sul;900.0;217.0;412.0;60.0;2.0;1.0;
Quadra SIG Quadra 1 385,  Setor De Industrias, Brasília;Setor De Industrias;1200.0;206.0;430.0;37.0;;1.0;1.0
Quadra Shn Quadra 1 Bloco A 1,  Asa Norte, Brasília;Asa Norte;3500.0;195.0;;30.0;1.0;1.0;
Avenida Dom Bosco 1,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;9000.0;217.0;;4318.0;0.0;;
Rua Scs Quadra 1 Bloco M Lote 30 0,  Asa Sul, Brasília;Asa Sul;650.0;217.0;260.0;30.0;;1.0;
Quadra CSG 10 0,  Taguatinga Sul, Taguatinga;Taguatinga Sul;30000.0;84.0;;5000.0;0.0;;
Setor Sudoeste, Goiânia;Setor Sudoeste;2500.0;29.0;;228.0;;2.0;
Setor Sudoeste, Goiânia;Setor Sudoeste;4300.0;29.0;;270.0;;2.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;900.0;150.0;350.0;58.0;2.0;2.0;
Taguatinga Sul, Taguatinga;Taguatinga Sul;1200.0;98.0;370.0;90.0;2.0;2.0;
Quadra SGAS 910 2,  Asa Sul, Brasília;Asa Sul;900.0;52.0;360.0;26.0;;1.0;
Quadra SGAS 910 2,  Asa Sul, Brasília;Asa Sul;900.0;46.0;360.0;26.0;;1.0;
Lago Norte, Brasília;Lago Norte;800.0;22.0;319.0;28.0;0.0;;1.0
Asa Sul, Brasília;Asa Sul;9500.0;0.0;3800.0;300.0;;3.0;1.0
Setor SRTVS 701,  Asa Sul, Brasília;Asa Sul;1000.0;52.0;382.0;30.0;;1.0;
Quadra QSF 8 0,  Taguatinga Sul, Taguatinga;Taguatinga Sul;3500.0;146.0;;135.0;;1.0;
Setor De Industrias, Brasília;Setor De Industrias;1200.0;155.0;350.0;38.0;;1.0;1.0
SIA Trecho 2 1195,  Centro, Brasília;Centro;25000.0;139.0;;914.0;;2.0;
Quadra SQSW 101 0,  Sudoeste, Brasília;Sudoeste;3700.0;101.0;720.0;95.0;3.0;2.0;1.0
Quadra CLN 215 111,  Asa Norte, Brasília;Asa Norte;1000.0;8.0;259.0;46.0;1.0;1.0;
Rua das Figueiras 57,  Aguas Norte, Águas Claras;Aguas Norte;1000.0;120.0;;32.0;;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;900.0;119.0;;95.0;2.0;1.0;1.0
Quadra CA 7 3,  Lago Norte, Brasília;Lago Norte;750.0;126.0;120.0;30.0;;1.0;
Quadra SEPS 705/905 0,  Asa Sul, Brasília;Asa Sul;700.0;255.0;358.0;23.0;;1.0;
Quadra Qs 1  210 21,  Areal, Águas Claras;Areal;1350.0;247.0;;39.0;;1.0;1.0
Quadra QNP 32 Conjunto S 48,  Ceilandia Sul, Ceilândia;Ceilandia Sul;950.0;273.0;;110.0;3.0;1.0;1.0
Avenida das Araucárias 1835,  Aguas Sul, Águas Claras;Aguas Sul;2200.0;31.0;;45.0;;1.0;
Setor Marista, Goiânia;Setor Marista;5800.0;139.0;690.0;175.0;4.0;5.0;3.0
Setor Pólo de Desenvolvimento Juscelino Kubitschek Trecho I Conjunto 2 1342,  Santa Maria, Santa Maria;Santa Maria;29000.0;31.0;;2750.0;;;
Quadra Qmsw 5 Lote 9 24,  Sudoeste, Brasília;Sudoeste;1300.0;8.0;445.0;30.0;1.0;1.0;1.0
Ceilandia Sul, Ceilândia;Ceilandia Sul;640.0;203.0;;45.0;1.0;1.0;
Ceilandia Sul, Ceilândia;Ceilandia Sul;640.0;202.0;;50.0;1.0;1.0;
Avenida Pau Brasil 10,  Aguas Sul, Águas Claras;Aguas Sul;1050.0;226.0;130.0;25.0;;1.0;1.0
Quadra CCSW 5 0,  Sudoeste, Brasília;Sudoeste;850.0;52.0;260.0;25.0;1.0;1.0;1.0
Setor Bela Vista, Goiânia;Setor Bela Vista;950.0;0.0;750.0;80.0;3.0;2.0;1.0
Quadra SBN Quadra 1 2,  Asa Norte, Brasília;Asa Norte;30000.0;31.0;;650.0;;;3.0
Quadra SBN Quadra 1 42,  Asa Norte, Brasília;Asa Norte;105600.0;31.0;;2400.0;;;
Asa Norte, Brasília;Asa Norte;1690.0;217.0;520.0;35.0;;1.0;1.0
Taguatinga Sul, Taguatinga;Taguatinga Sul;900.0;217.0;412.0;60.0;2.0;1.0;
Quadra SIG Quadra 1 385,  Setor De Industrias, Brasília;Setor De Industrias;1200.0;206.0;430.0;37.0;;1.0;1.0
Quadra Shn Quadra 1 Bloco A 1,  Asa Norte, Brasília;Asa Norte;3500.0;195.0;;30.0;1.0;1.0;
Avenida Dom Bosco 1,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;9000.0;217.0;;4318.0;0.0;;
Rua Scs Quadra 1 Bloco M Lote 30 0,  Asa Sul, Brasília;Asa Sul;650.0;217.0;260.0;30.0;;1.0;
Rua 7 0,  Vicente Pires, Vicente Pires;Vicente Pires;850.0;146.0;120.0;55.0;2.0;1.0;
Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;900.0;0.0;215.0;53.0;2.0;1.0;1.0
Quadra QS 5 Rua 400 0,  Areal, Águas Claras;Areal;10000.0;31.0;;470.0;;;
Asa Sul, Brasília;Asa Sul;40000.0;111.0;;444.0;;;30.0
Setor Industrial, Taguatinga;Setor Industrial;15000.0;132.0;;622.0;;;
Quadra CLN 411 3,  Asa Norte, Brasília;Asa Norte;750.0;163.0;234.0;27.0;1.0;1.0;
Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;750.0;0.0;439.0;81.0;3.0;2.0;1.0
Quadra SCS Quadra 4 0,  Asa Sul, Brasília;Asa Sul;1270.0;129.0;867.0;89.0;;;
Quadra SHIN QL 4 0,  Lago Norte, Brasília;Lago Norte;40000.0;161.0;;1900.0;5.0;;15.0
Quadra QND 13 0,  Taguatinga Norte, Taguatinga;Taguatinga Norte;10000.0;156.0;;650.0;6.0;4.0;1.0
Asa Sul, Brasília;Asa Sul;1300.0;129.0;300.0;25.0;1.0;1.0;1.0
Sudoeste, Brasília;Sudoeste;1350.0;128.0;260.0;32.0;1.0;1.0;1.0
Rua 4a Blocos 2 E 3 0,  Vicente Pires, Vicente Pires;Vicente Pires;650.0;142.0;120.0;33.0;1.0;1.0;
Rua 3c Chácara 27c 0,  Vicente Pires, Vicente Pires;Vicente Pires;9000.0;155.0;;700.0;;1.0;
Quadra SEPS 712/912 0,  Asa Sul, Brasília;Asa Sul;1200.0;52.0;252.0;25.0;1.0;1.0;1.0
Asa Sul, Brasília;Asa Sul;1200.0;33.0;470.0;36.0;;1.0;1.0
Rua SRTVS Conjunto L Lote 38 0,  Asa Norte, Brasília;Asa Norte;2175.0;146.0;1200.0;99.0;;2.0;1.0
Rua SRTVS Conjunto L Lote 38 30,  Asa Sul, Brasília;Asa Sul;1150.0;127.0;500.0;66.0;;2.0;2.0
Quadra CLN 216 Bloco D 1,  Asa Norte, Brasília;Asa Norte;1800.0;114.0;312.0;25.0;;1.0;
Quadra CLN 411 3,  Asa Norte, Brasília;Asa Norte;1280.0;155.0;170.0;31.0;1.0;1.0;
Quadra EPTG-QE 3 Bloco B-6 102,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;1100.0;155.0;530.0;60.0;2.0;1.0;1.0
Rua 20 Sul 0,  Centro, Brasília;Centro;2800.0;31.0;724.0;63.0;;1.0;1.0
Setor Garavelo, Aparecida de Goiânia;Setor Garavelo;2200.0;311.0;;110.0;;2.0;3.0
Samambaia Sul, Samambaia;Samambaia Sul;950.0;317.0;382.0;45.0;2.0;2.0;1.0
Setor SDS Bloco F e G Lote 41 1,  Asa Sul, Brasília;Asa Sul;1600.0;298.0;769.0;80.0;;;
Sudoeste, Brasília;Sudoeste;1000.0;316.0;330.0;41.0;;1.0;
Quadra SCS Quadra 2 Bloco C Lote 164/174 0,  Asa Sul, Brasília;Asa Sul;3750.0;108.0;2300.0;300.0;;3.0;
Conjunto SMDB Conjunto 5 0,  Setor de Mansões Dom Bosco, Brasília;Setor de Mansões Dom Bosco;15000.0;83.0;;1200.0;5.0;5.0;7.0
Quadra QNM 40 0,  Taguatinga Norte, Taguatinga;Taguatinga Norte;15000.0;315.0;;2800.0;;;
Quadra Qs 1  210 21,  Areal, Águas Claras;Areal;2100.0;315.0;322.0;56.0;;1.0;1.0
Quadra Qs 1  210 21,  Areal, Águas Claras;Areal;1300.0;149.0;219.0;37.0;;1.0;1.0
Quadra Quadra 103 0,  Recanto das Emas, Recanto das Emas;Recanto das Emas;15000.0;312.0;;450.0;;;
Quadra Qs 1  210 21,  Areal, Águas Claras;Areal;1600.0;319.0;279.0;47.0;;1.0;1.0
Quadra Quadra 103 0,  Recanto das Emas, Recanto das Emas;Recanto das Emas;4000.0;312.0;;150.0;;2.0;
Asa Norte, Brasília;Asa Norte;1000.0;140.0;1057.0;60.0;;3.0;
Quadra CNA 1 12,  Taguatinga Norte, Taguatinga;Taguatinga Norte;500.0;317.0;70.0;26.0;;;
Jardim Goiás, Goiânia;Jardim Goiás;5500.0;304.0;650.0;178.0;4.0;5.0;3.0
Quadra SIG Quadra 3 0,  Setor De Industrias, Brasília;Setor De Industrias;1200.0;298.0;;45.0;1.0;1.0;
Quadra Smhn Quadra 2 Bloco C 0,  Asa Norte, Brasília;Asa Norte;1700.0;217.0;800.0;33.0;;1.0;1.0
Rua 3 0,  Parque Serrano, Formosa;Parque Serrano;8000.0;308.0;;764.0;;;
Quadra QS 5 Rua 400 0,  Areal, Águas Claras;Areal;10000.0;31.0;;470.0;;;
Asa Sul, Brasília;Asa Sul;40000.0;111.0;;444.0;;;30.0
Setor Industrial, Taguatinga;Setor Industrial;15000.0;132.0;;622.0;;;
Quadra CLN 411 3,  Asa Norte, Brasília;Asa Norte;750.0;163.0;234.0;27.0;1.0;1.0;
Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;750.0;0.0;439.0;81.0;3.0;2.0;1.0
Quadra SCS Quadra 4 0,  Asa Sul, Brasília;Asa Sul;1270.0;129.0;867.0;89.0;;;
Quadra SHIN QL 4 0,  Lago Norte, Brasília;Lago Norte;40000.0;161.0;;1900.0;5.0;;15.0
Quadra QND 13 0,  Taguatinga Norte, Taguatinga;Taguatinga Norte;10000.0;156.0;;650.0;6.0;4.0;1.0
Asa Sul, Brasília;Asa Sul;1300.0;129.0;300.0;25.0;1.0;1.0;1.0
Sudoeste, Brasília;Sudoeste;1350.0;128.0;260.0;32.0;1.0;1.0;1.0
Rua 4a Blocos 2 E 3 0,  Vicente Pires, Vicente Pires;Vicente Pires;650.0;142.0;120.0;33.0;1.0;1.0;
Rua 3c Chácara 27c 0,  Vicente Pires, Vicente Pires;Vicente Pires;9000.0;155.0;;700.0;;1.0;
Quadra SEPS 712/912 0,  Asa Sul, Brasília;Asa Sul;1200.0;52.0;252.0;25.0;1.0;1.0;1.0
Asa Sul, Brasília;Asa Sul;1200.0;33.0;470.0;36.0;;1.0;1.0
Rua SRTVS Conjunto L Lote 38 0,  Asa Norte, Brasília;Asa Norte;2175.0;146.0;1200.0;99.0;;2.0;1.0
Rua SRTVS Conjunto L Lote 38 30,  Asa Sul, Brasília;Asa Sul;1150.0;127.0;500.0;66.0;;2.0;2.0
Quadra CLN 216 Bloco D 1,  Asa Norte, Brasília;Asa Norte;1800.0;114.0;312.0;25.0;;1.0;
Quadra CLN 411 3,  Asa Norte, Brasília;Asa Norte;1280.0;155.0;170.0;31.0;1.0;1.0;
Quadra EPTG-QE 3 Bloco B-6 102,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;1100.0;155.0;530.0;60.0;2.0;1.0;1.0
Rua 20 Sul 0,  Centro, Brasília;Centro;2800.0;31.0;724.0;63.0;;1.0;1.0
Quadra Ccsw 3 2,  Sudoeste, Brasília;Sudoeste;2800.0;192.0;572.0;72.0;2.0;2.0;1.0
Rua 36 19,  Aguas Sul, Águas Claras;Aguas Sul;16000.0;176.0;2909.0;346.0;;;
Rua 36 19,  Aguas Sul, Águas Claras;Aguas Sul;18000.0;181.0;3245.0;390.0;;1.0;
